farmer_id,practice_id,CSP_ij_tCO2e_per_ha_season,y_ij_ton_per_ha_season
F0018,11,0.9442,-0.1103
F0018,12,1.6441,-0.1116
F0018,13,0.4394,-0.1162
F0018,14,0.2876,-0.1005
F0018,15,0.5157,-0.0579
F0018,16,0.8665,0.0383
F0018,17,0.4468,-0.1905
F0018,18,0.3111,0.0046
F0018,19,0.2105,-0.0823
F0018,20,0.0771,0.0122
F0018,21,0.1151,0.0289
F0018,22,0.0724,0.0152
F0018,23,0.1715,0.0567
F0018,24,0.1606,-0.023
F0018,25,0.1974,-0.046
F0018,26,0.1007,-0.0059
F0018,27,0.2361,0.042
F0018,28,0.257,-0.0118
F0018,29,0.1906,-0.0034
F0018,30,0.0874,-0.0196
F0018,31,0.2556,0.0359
F0018,32,0.1541,0.034
F0018,33,0.2244,0.0243
F0018,34,0.21,0.0213
F0018,35,0.0579,0.0085
F0018,36,0.0859,-0.0024
F0018,37,0.2934,-0.0442
F0018,38,0.0661,0.022
F0018,39,0.6577,-0.0941
F0018,40,0.7948,0.0345
F0018,41,0.5501,-0.0629
F0018,42,0.4402,-0.0198
F0018,43,0.1138,0.0018
F0018,44,1.2999,-0.014
F0018,45,0.081,0.0715
F0018,46,1.7457,0.0452
F0018,47,0.4498,0.0681
F0018,48,0.3617,0.0384
F0018,49,0.5315,0.0265
F0018,50,0.3134,0.0618
F0019,1,1.1604,0.0042
F0019,2,1.198,0.0048
F0019,3,0.6679,0.0379
F0019,4,0.6905,0.0072
F0019,5,0.4619,0.0056
F0019,6,0.5577,0.0368
F0019,7,1.0229,0.0404
F0019,8,0.2363,0.0157
F0019,9,0.2439,0.0168
F0019,10,0.1863,0.1017
F0019,11,1.3197,-0.0594
F0019,12,1.8132,-0.0363
F0019,13,0.5185,-0.0775
F0019,14,0.2629,-0.0775
F0019,15,0.4222,-0.0166
F0019,16,0.8129,0.0745
F0019,17,0.4359,-0.1902
F0019,18,0.4118,-0.0294
F0019,19,0.2479,-0.0339
F0019,20,0.111,0.0545
F0019,21,0.1572,0.0779
F0019,22,0.0832,0.0482
F0019,23,0.178,0.0372
F0019,24,0.186,-0.0189
F0019,25,0.259,-0.0299
F0019,26,0.1309,-0.0039
F0019,27,0.3154,0.0777
F0019,28,0.2697,0.0801
F0019,29,0.1712,-0.019
F0019,30,0.0966,-0.0027
F0019,31,0.2906,0.081
F0019,32,0.2629,0.0422
F0019,33,0.24,0.059
F0019,34,0.2824,0.0566
F0019,35,0.0682,0.0178
F0019,36,0.1079,0.0494
F0019,37,0.2818,-0.0041
F0019,38,0.069,0.057
F0019,39,0.7042,-0.0608
F0019,40,1.0762,-0.0286
F0019,41,0.657,0.0085
F0019,42,0.4284,0.0181
F0019,43,0.0976,-0.0074
F0019,44,1.4928,-0.0288
F0019,45,0.0714,0.0377
F0019,46,1.9897,0.1058
F0019,47,0.3891,0.0696
F0019,48,0.3027,0.075
F0019,49,0.4876,-0.0216
F0019,50,0.2679,0.0934
F0020,1,1.2087,0.0005
F0020,2,1.2719,0.0303
F0020,3,1.0027,-0.0005
F0020,4,0.6428,-0.058
F0020,5,0.4208,-0.036
F0020,6,0.3982,-0.0176
F0020,7,0.9085,0.0487
F0020,8,0.1823,-0.0598
F0020,9,0.2728,0.016
F0020,10,0.1877,0.04
F0020,11,1.2101,-0.1516
F0020,12,1.4967,-0.113
F0020,13,0.5681,-0.1215
F0020,14,0.3685,-0.0895
F0020,15,0.6943,-0.1086
F0020,16,0.7736,0.0686
F0020,17,0.3937,-0.1433
F0020,18,0.3495,-0.0559
F0020,19,0.2467,-0.0958
F0020,20,0.076,0.0072
F0020,21,0.1516,0.0182
F0020,22,0.0707,0.0405
F0020,23,0.1961,0.0345
F0020,24,0.1805,0.0577
F0020,25,0.246,-0.0535
F0020,26,0.1188,-0.0324
F0020,27,0.2717,0.0164
F0020,28,0.2766,0.0188
F0020,29,0.1806,0.0187
F0020,30,0.1014,-0.0611
F0020,31,0.205,-0.0542
F0020,32,0.1925,0.0022
F0020,33,0.2375,-0.0216
F0020,34,0.2031,-0.0416
F0020,35,0.0568,0.0386
F0020,36,0.1223,-0.0043
F0020,37,0.2929,-0.0405
F0020,38,0.0699,-0.0038
F0020,39,0.6436,-0.0171
F0020,40,0.7914,-0.0318
F0020,41,0.6826,-0.0279
F0020,42,0.5046,-0.0626
F0020,43,0.1142,-0.0236
F0020,44,1.341,-0.0444
F0020,45,0.0834,0.0126
F0020,46,1.9731,0.0765
F0020,47,0.5075,-0.0032
F0020,48,0.3789,0.0123
F0020,49,0.5754,0.0489
F0020,50,0.2684,0.0025
F0021,1,1.2766,0.0873
F0021,2,1.4689,0.0759
F0021,3,1.1225,0.1024
F0021,4,0.8254,0.0865
F0021,5,0.4926,0.0529
F0021,6,0.5951,0.0567
F0021,7,0.9811,0.1202
F0021,8,0.2346,0.0751
F0021,9,0.2599,0.0252
F0021,10,0.2122,0.1695
F0021,11,1.2579,-0.0657
F0021,12,1.8813,0.0163
F0021,13,0.5032,-0.095
F0021,14,0.4536,-0.0356
F0021,15,0.5954,-0.0349
F0021,16,1.0616,0.0652
F0021,17,0.6401,-0.0904
F0021,18,0.4928,0.0129
F0021,19,0.307,0.0318
F0021,20,0.0952,0.0177
F0021,21,0.1809,0.1085
F0021,22,0.091,0.1031
F0021,23,0.2599,0.1034
F0021,24,0.2052,0.0325
F0021,25,0.3061,0.0884
F0021,26,0.1127,0.0255
F0021,27,0.2952,0.0928
F0021,28,0.3103,0.0485
F0021,29,0.2418,0.0721
F0021,30,0.0901,0.0497
F0021,31,0.3553,0.1155
F0021,32,0.2821,0.1104
F0021,33,0.3378,0.132
F0021,34,0.3007,0.0209
F0021,35,0.075,0.0795
F0021,36,0.1162,0.0768
F0021,37,0.4658,0.0592
F0021,38,0.096,0.0517
F0021,39,0.8686,0.0607
F0021,40,1.1276,0.0004
F0021,41,0.8833,0.0892
F0021,42,0.4756,0.0603
F0021,43,0.1369,0.0552
F0021,44,1.7516,0.0564
F0021,45,0.1029,0.0969
F0021,46,2.2101,0.1628
F0021,47,0.5317,0.1501
F0021,48,0.4555,0.124
F0021,49,0.5382,0.0254
F0021,50,0.3774,0.1444
F0022,1,0.7928,-0.0053
F0022,2,0.9554,0.024
F0022,3,0.7336,0.0073
F0022,4,0.5971,-0.0548
F0022,5,0.2795,-0.0505
F0022,6,0.4289,-0.0607
F0022,7,0.6313,0.0069
F0022,8,0.1567,-0.0475
F0022,9,0.1518,-0.0643
F0022,10,0.1538,0.0676
F0022,11,0.7983,-0.0513
F0022,12,1.3001,-0.1443
F0022,13,0.4306,-0.1213
F0022,14,0.2616,-0.1474
F0022,15,0.4941,-0.0665
F0022,16,0.6838,-0.0065
F0022,17,0.4503,-0.223
F0022,18,0.3718,-0.078
F0022,19,0.2706,-0.05
F0022,20,0.0784,-0.0268
F0022,21,0.1413,-0.0147
F0022,22,0.0715,0.0015
F0022,23,0.1885,-0.0356
F0022,24,0.1835,-0.0443
F0022,25,0.2859,-0.0744
F0022,26,0.1091,-0.0044
F0022,27,0.2466,-0.0476
F0022,28,0.2846,-0.0004
F0022,29,0.1806,-0.0208
F0022,30,0.091,-0.0908
F0022,31,0.2372,-0.0024
F0022,32,0.1903,0.0013
F0022,33,0.2237,-0.048
F0022,34,0.2011,-0.0341
F0022,35,0.0548,-0.0285
F0022,36,0.11,-0.0437
F0022,37,0.3154,-0.0036
F0022,38,0.062,-0.026
F0022,39,0.6639,-0.0265
F0022,40,1.1038,-0.0421
F0022,41,0.5014,-0.0251
F0022,42,0.4609,-0.0621
F0022,43,0.118,-0.0624
F0022,44,1.1083,-0.0559
F0022,45,0.0654,-0.0393
F0022,46,1.8809,0
F0022,47,0.3932,-0.0324
F0022,48,0.336,0.0049
F0022,49,0.5683,-0.008
F0022,50,0.274,0.0534
F0023,1,0.9499,0.0162
F0023,2,1.0226,0.0267
F0023,3,0.7477,0.1152
F0023,4,0.5084,0.0453
F0023,5,0.3009,-0.052
F0023,6,0.3805,0.0542
F0023,7,0.7028,0.0819
F0023,8,0.1543,0.0084
F0023,9,0.1713,0.0365
F0023,10,0.1451,0.123
F0023,11,0.8903,-0.0552
F0023,12,1.3239,-0.0067
F0023,13,0.2876,-0.0439
F0023,14,0.243,-0.0754
F0023,15,0.369,-0.0372
F0023,16,0.7742,0.0352
F0023,17,0.346,-0.154
F0023,18,0.385,-0.0136
F0023,19,0.2127,-0.0199
F0023,20,0.0644,0.051
F0023,21,0.1449,0.123
F0023,22,0.0542,0.102
F0023,23,0.168,0.0182
F0023,24,0.1551,0.0736
F0023,25,0.2382,0.0054
F0023,26,0.0915,0.0247
F0023,27,0.2516,0.0759
F0023,28,0.1855,0.1062
F0023,29,0.176,0.0393
F0023,30,0.0828,0.0261
F0023,31,0.228,0.0887
F0023,32,0.173,0.0522
F0023,33,0.1926,0.0999
F0023,34,0.1743,0.02
F0023,35,0.041,0.1106
F0023,36,0.1048,0.0775
F0023,37,0.2841,0.049
F0023,38,0.0557,0.033
F0023,39,0.5717,0.1201
F0023,40,0.8845,0.0071
F0023,41,0.56,0.0094
F0023,42,0.4145,0.0032
F0023,43,0.099,0.0687
F0023,44,1.1868,0.0211
F0023,45,0.0697,0.0446
F0023,46,1.3787,0.1223
F0023,47,0.4545,0.0738
F0023,48,0.2736,0.0788
F0023,49,0.4859,0.0621
F0023,50,0.2421,0.1198
F0024,1,1.2398,-0.0162
F0024,2,1.177,0.0503
F0024,3,0.9626,0.0112
F0024,4,0.5841,0.0149
F0024,5,0.4353,-0.0626
F0024,6,0.487,-0.0226
F0024,7,0.8487,0.0108
F0024,8,0.191,-0.0123
F0024,9,0.2231,-0.0205
F0024,10,0.1571,0.1026
F0024,11,1.1125,-0.0362
F0024,12,1.412,-0.0754
F0024,13,0.4766,-0.1191
F0024,14,0.3314,-0.1067
F0024,15,0.6164,-0.0133
F0024,16,0.6611,0.1091
F0024,17,0.4319,-0.1245
F0024,18,0.4369,-0.0685
F0024,19,0.2715,-0.05
F0024,20,0.0911,0.0261
F0024,21,0.158,0.0446
F0024,22,0.0707,0.0765
F0024,23,0.2352,0.0546
F0024,24,0.1594,-0.0315
F0024,25,0.2467,-0.0381
F0024,26,0.1218,-0.0074
F0024,27,0.2892,0.0917
F0024,28,0.3053,0.0712
F0024,29,0.1769,0.0836
F0024,30,0.0938,-0.019
F0024,31,0.2485,-0.0031
F0024,32,0.1924,0.0808
F0024,33,0.2275,0.1261
F0024,34,0.1993,-0.0358
F0024,35,0.0639,0.065
F0024,36,0.1182,0.0326
F0024,37,0.2563,-0.0275
F0024,38,0.0619,-0.0579
F0024,39,0.733,-0.0652
F0024,40,0.8821,-0.034
F0024,41,0.5952,0.0127
F0024,42,0.4504,0.0109
F0024,43,0.123,0.032
F0024,44,1.3862,-0.0116
F0024,45,0.0888,0.0117
F0024,46,1.7044,0.0868
F0024,47,0.441,0.0507
F0024,48,0.3568,0.0355
F0024,49,0.4958,-0.0334
F0024,50,0.3053,0.0909
F0025,1,1.0695,0.0818
F0025,2,1.1386,0.0335
F0025,3,0.9739,0.079
F0025,4,0.6116,0.0674
F0025,5,0.4129,0.05
F0025,6,0.4162,0.0895
F0025,7,0.8607,0.1329
F0025,8,0.199,-0.0088
F0025,9,0.2304,0.1084
F0025,10,0.2127,0.1886
F0025,11,0.9275,0.0203
F0025,12,1.5459,-0.0231
F0025,13,0.3889,-0.053
F0025,14,0.3082,-0.0218
F0025,15,0.5612,-0.0082
F0025,16,0.6901,0.0794
F0025,17,0.4425,-0.0733
F0025,18,0.4478,0.0475
F0025,19,0.2406,-0.0745
F0025,20,0.0715,0.1163
F0025,21,0.1363,0.0743
F0025,22,0.0842,0.136
F0025,23,0.2241,0.0783
F0025,24,0.1695,0.0611
F0025,25,0.3053,0.0477
F0025,26,0.1218,0.0529
F0025,27,0.261,0.1259
F0025,28,0.2622,0.0429
F0025,29,0.1526,0.0602
F0025,30,0.1,0.0352
F0025,31,0.2636,0.1366
F0025,32,0.198,0.1155
F0025,33,0.2559,0.0667
F0025,34,0.2256,0.0084
F0025,35,0.0698,0.0532
F0025,36,0.1422,0.069
F0025,37,0.3486,0.0457
F0025,38,0.0695,0.0359
F0025,39,0.7375,0.0661
F0025,40,0.9424,0.0328
F0025,41,0.6132,0.1243
F0025,42,0.4357,0.0849
F0025,43,0.1128,0.06
F0025,44,1.2104,0.0204
F0025,45,0.0868,0.1095
F0025,46,1.8251,0.1928
F0025,47,0.5141,0.1414
F0025,48,0.3602,0.1816
F0025,49,0.5082,0.0344
F0025,50,0.2459,0.213
F0026,1,1.2572,0.0307
F0026,2,1.347,0.0795
F0026,3,1.0497,0.0319
F0026,4,0.6162,0.0355
F0026,5,0.2952,0.0644
F0026,6,0.4568,0.0786
F0026,7,1.11,0.0488
F0026,8,0.1893,0.045
F0026,9,0.2427,0.0162
F0026,10,0.1709,0.1486
F0026,11,1.0641,-0.0852
F0026,12,1.4514,-0.0016
F0026,13,0.4602,-0.0734
F0026,14,0.3226,-0.0652
F0026,15,0.5538,-0.0741
F0026,16,0.8517,0.0801
F0026,17,0.5517,-0.0991
F0026,18,0.4095,0.0097
F0026,19,0.3365,0.0055
F0026,20,0.1026,0.054
F0026,21,0.1516,0.0778
F0026,22,0.0949,0.0777
F0026,23,0.2374,0.0555
F0026,24,0.2042,0.0263
F0026,25,0.3216,0.0339
F0026,26,0.1442,0.0437
F0026,27,0.3787,0.0584
F0026,28,0.2864,0.0993
F0026,29,0.2157,0.0398
F0026,30,0.1058,0.0007
F0026,31,0.2813,0.0518
F0026,32,0.2955,0.1055
F0026,33,0.361,0.0771
F0026,34,0.2546,0.0397
F0026,35,0.0732,0.0699
F0026,36,0.1663,0.0278
F0026,37,0.4001,0.0367
F0026,38,0.0685,0.0597
F0026,39,0.957,0.014
F0026,40,1.1907,-0.032
F0026,41,0.6652,0.0699
F0026,42,0.4885,-0.0115
F0026,43,0.1371,0.0198
F0026,44,1.5489,0.0392
F0026,45,0.0875,0.0179
F0026,46,2.1129,0.1636
F0026,47,0.6328,0.0558
F0026,48,0.4618,0.0695
F0026,49,0.7362,0.0065
F0026,50,0.3693,0.1065
F0027,1,1.5162,0.1013
F0027,2,1.1685,0.086
F0027,3,1.0273,0.1527
F0027,4,0.6827,0.0935
F0027,5,0.4298,0.0793
F0027,6,0.444,0.0748
F0027,7,0.9984,0.1387
F0027,8,0.2493,0.1076
F0027,9,0.2468,0.0985
F0027,10,0.1849,0.1551
F0027,11,1.0219,-0.0185
F0027,12,1.8566,0.0017
F0027,13,0.5136,0.0087
F0027,14,0.3651,-0.0061
F0027,15,0.5579,0.0218
F0027,16,0.806,0.1258
F0027,17,0.5557,-0.0935
F0027,18,0.4387,0.0231
F0027,19,0.2686,-0.0001
F0027,20,0.1065,0.1316
F0027,21,0.163,0.182
F0027,22,0.0773,0.215
F0027,23,0.238,0.1207
F0027,24,0.1796,0.0915
F0027,25,0.3106,0.0576
F0027,26,0.1457,0.051
F0027,27,0.3306,0.102
F0027,28,0.3066,0.1403
F0027,29,0.1983,0.0935
F0027,30,0.1311,0.0498
F0027,31,0.2408,0.0831
F0027,32,0.2458,0.1587
F0027,33,0.2855,0.1351
F0027,34,0.2292,0.0926
F0027,35,0.0608,0.081
F0027,36,0.1169,0.0603
F0027,37,0.381,0.0939
F0027,38,0.0834,0.0806
F0027,39,0.8556,0.0297
F0027,40,1.2101,0.0679
F0027,41,0.756,0.0927
F0027,42,0.4317,0.0196
F0027,43,0.1164,0.0952
F0027,44,1.6241,0.0187
F0027,45,0.0835,0.0662
F0027,46,1.8755,0.1364
F0027,47,0.4514,0.0939
F0027,48,0.3981,0.1004
F0027,49,0.5751,0.1151
F0027,50,0.2651,0.1628
F0028,1,1.3241,0.0274
F0028,2,1.1666,0.093
F0028,3,0.8789,0.1107
F0028,4,0.6823,0.0382
F0028,5,0.3984,0.0414
F0028,6,0.5348,0.0391
F0028,7,0.932,0.0568
F0028,8,0.2186,0.0098
F0028,9,0.2515,0.0464
F0028,10,0.1637,0.1523
F0028,11,1.2964,0.0054
F0028,12,1.9536,-0.0449
F0028,13,0.3813,-0.1066
F0028,14,0.3478,-0.0841
F0028,15,0.4844,-0.036
F0028,16,0.8638,0.0275
F0028,17,0.4658,-0.0717
F0028,18,0.3646,0.0243
F0028,19,0.2526,0.0065
F0028,20,0.0983,0.0783
F0028,21,0.158,0.0446
F0028,22,0.082,0.0549
F0028,23,0.234,0.0772
F0028,24,0.1836,0.0468
F0028,25,0.2457,-0.0231
F0028,26,0.126,0.0058
F0028,27,0.336,0.0843
F0028,28,0.2368,0.1297
F0028,29,0.1904,0.0834
F0028,30,0.0906,0.0634
F0028,31,0.2408,0.0504
F0028,32,0.2338,0.0659
F0028,33,0.2617,0.1196
F0028,34,0.2182,0.0506
F0028,35,0.0453,0.0548
F0028,36,0.1167,0.0278
F0028,37,0.3573,0.0199
F0028,38,0.0698,0.0245
F0028,39,0.6008,0.005
F0028,40,1.1431,-0.0443
F0028,41,0.615,0.0257
F0028,42,0.5266,0.044
F0028,43,0.1108,0.0738
F0028,44,1.3171,0.0465
F0028,45,0.0749,0.0765
F0028,46,1.747,0.1028
F0028,47,0.482,0.0833
F0028,48,0.3512,0.1089
F0028,49,0.513,0.0584
F0028,50,0.2979,0.1236
F0029,1,1.6814,-0.0476
F0029,2,1.9125,0.0278
F0029,3,1.4528,0.0147
F0029,4,1.2542,-0.0281
F0029,5,0.5838,-0.0392
F0029,6,0.639,-0.0499
F0029,7,1.2907,-0.0141
F0029,8,0.2939,-0.0474
F0029,9,0.3707,-0.0338
F0029,10,0.2716,0.0039
F0029,11,1.7283,-0.0936
F0029,12,2.1018,-0.149
F0029,13,0.6808,-0.1201
F0029,14,0.542,-0.15
F0029,15,0.8266,-0.1243
F0029,16,0.8784,-0.0288
F0029,17,0.5656,-0.2102
F0029,18,0.3838,-0.1059
F0029,19,0.309,-0.1105
F0029,20,0.1,-0.0214
F0029,21,0.1495,-0.0618
F0029,22,0.0824,0.0113
F0029,23,0.3085,0.0008
F0029,24,0.173,-0.0624
F0029,25,0.3186,-0.0694
F0029,26,0.1413,-0.1194
F0029,27,0.3511,0.0062
F0029,28,0.3453,-0.0156
F0029,29,0.221,-0.1001
F0029,30,0.1052,-0.0937
F0029,31,0.2744,-0.0267
F0029,32,0.2663,-0.0612
F0029,33,0.2995,-0.0488
F0029,34,0.2785,-0.0918
F0029,35,0.0725,-0.0446
F0029,36,0.1437,-0.036
F0029,37,0.3637,-0.1086
F0029,38,0.0701,-0.0738
F0029,39,0.8597,-0.0714
F0029,40,1.2827,-0.0815
F0029,41,0.6965,-0.0628
F0029,42,0.5307,-0.0614
F0029,43,0.1613,-0.0775
F0029,44,1.6344,-0.0631
F0029,45,0.1001,-0.0629
F0029,46,1.7813,0.0262
F0029,47,0.5091,-0.069
F0029,48,0.3937,-0.0313
F0029,49,0.6674,-0.0343
F0029,50,0.3004,0.0255
F0030,1,0.9095,-0.0068
F0030,2,1.1971,0.0509
F0030,3,0.7832,0.0772
F0030,4,0.5163,-0.0208
F0030,5,0.3787,0.05
F0030,6,0.4736,0.0224
F0030,7,0.6738,-0.034
F0030,8,0.1924,-0.0021
F0030,9,0.1889,0.0025
F0030,10,0.1773,0.1125
F0030,11,0.9991,-0.0197
F0030,12,1.5914,-0.0829
F0030,13,0.4705,-0.1126
F0030,14,0.4043,-0.087
F0030,15,0.5148,-0.0503
F0030,16,0.7538,0.063
F0030,17,0.3193,-0.1068
F0030,18,0.3078,-0.0305
F0030,19,0.1806,-0.026
F0030,20,0.0646,0.0271
F0030,21,0.1097,0.105
F0030,22,0.0689,0.05
F0030,23,0.179,0.0264
F0030,24,0.1517,-0.0051
F0030,25,0.2005,0.0148
F0030,26,0.0855,-0.0329
F0030,27,0.1979,0.0749
F0030,28,0.2566,0.0905
F0030,29,0.1768,0.0159
F0030,30,0.0773,-0.0461
F0030,31,0.2012,0.0517
F0030,32,0.1823,0.0244
F0030,33,0.1716,-0.0021
F0030,34,0.1877,0.0688
F0030,35,0.0553,-0.0328
F0030,36,0.1073,0.0485
F0030,37,0.2126,-0.0114
F0030,38,0.0615,0.0204
F0030,39,0.5038,0.0254
F0030,40,0.6395,-0.0196
F0030,41,0.5785,0.0063
F0030,42,0.3323,0.0157
F0030,43,0.1004,0.042
F0030,44,1.2064,0.0167
F0030,45,0.0725,0.0203
F0030,46,1.433,0.0947
F0030,47,0.3377,0.0144
F0030,48,0.2801,0.0676
F0030,49,0.4861,0.0066
F0030,50,0.2448,0.1259
F0031,1,0.8796,-0.0183
F0031,2,0.9053,0.0216
F0031,3,0.723,-0.0343
F0031,4,0.4984,0.0219
F0031,5,0.2799,-0.0309
F0031,6,0.3837,-0.0516
F0031,7,0.7314,-0.0593
F0031,8,0.1435,-0.0032
F0031,9,0.1773,-0.0528
F0031,10,0.1476,0.0382
F0031,11,0.7955,-0.0811
F0031,12,1.1885,-0.1224
F0031,13,0.3321,-0.175
F0031,14,0.2309,-0.0955
F0031,15,0.4151,-0.15
F0031,16,0.5907,-0.0084
F0031,17,0.4838,-0.1988
F0031,18,0.3964,-0.0674
F0031,19,0.2385,-0.1261
F0031,20,0.0831,-0.0301
F0031,21,0.135,-0.0213
F0031,22,0.0644,0.0149
F0031,23,0.1927,0.0055
F0031,24,0.1463,-0.0589
F0031,25,0.2673,-0.0272
F0031,26,0.0919,-0.0589
F0031,27,0.2394,-0.026
F0031,28,0.2609,-0.0265
F0031,29,0.1854,-0.0105
F0031,30,0.0814,-0.0497
F0031,31,0.2396,-0.0404
F0031,32,0.2127,0.026
F0031,33,0.19,-0.01
F0031,34,0.2241,0.0129
F0031,35,0.0574,-0.0558
F0031,36,0.1085,0.0018
F0031,37,0.2967,-0.0229
F0031,38,0.0632,-0.0425
F0031,39,0.599,-0.0941
F0031,40,0.9253,-0.0516
F0031,41,0.6034,-0.0786
F0031,42,0.4096,0.0064
F0031,43,0.1015,-0.0433
F0031,44,1.2583,0.001
F0031,45,0.0667,-0.0258
F0031,46,1.4376,0.0412
F0031,47,0.4207,0.0393
F0031,48,0.3742,0.0296
F0031,49,0.4499,0.0384
F0031,50,0.2343,0.0322
F0032,1,0.7587,0.0319
F0032,2,1.0426,0.0806
F0032,3,0.5996,0.0713
F0032,4,0.506,0.0228
F0032,5,0.2439,0.0258
F0032,6,0.402,0.0044
F0032,7,0.7589,-0.0143
F0032,8,0.1478,-0.0233
F0032,9,0.1429,0.0083
F0032,10,0.162,0.0451
F0032,11,0.8422,-0.0826
F0032,12,1.3562,-0.1163
F0032,13,0.3202,-0.0697
F0032,14,0.2588,-0.0557
F0032,15,0.4114,-0.1119
F0032,16,0.7466,0.0401
F0032,17,0.4275,-0.1313
F0032,18,0.3121,-0.0556
F0032,19,0.2132,-0.0986
F0032,20,0.0704,0.0462
F0032,21,0.1211,-0.0112
F0032,22,0.0509,0.0804
F0032,23,0.1847,0.0001
F0032,24,0.1392,-0.0576
F0032,25,0.2506,-0.0444
F0032,26,0.1076,-0.0482
F0032,27,0.2815,0.0434
F0032,28,0.2444,0.0723
F0032,29,0.1717,0.0336
F0032,30,0.0773,0.0216
F0032,31,0.1961,0.0106
F0032,32,0.1893,0.0608
F0032,33,0.1981,0.0307
F0032,34,0.1843,-0.0587
F0032,35,0.0511,-0.027
F0032,36,0.0814,0.0065
F0032,37,0.2763,-0.0045
F0032,38,0.0614,-0.0721
F0032,39,0.5248,0.0482
F0032,40,0.7631,-0.0127
F0032,41,0.5069,-0.0099
F0032,42,0.3432,-0.0122
F0032,43,0.0972,-0.0288
F0032,44,1.0404,-0.0257
F0032,45,0.0622,0.0071
F0032,46,1.8791,0.1242
F0032,47,0.4316,0.0224
F0032,48,0.2435,0.0026
F0032,49,0.5023,-0.0339
F0032,50,0.2169,0.0705
F0033,1,0.7698,0.0344
F0033,2,0.883,0.0625
F0033,3,0.602,0.0853
F0033,4,0.4937,0.0728
F0033,5,0.2678,0.0809
F0033,6,0.343,0.0784
F0033,7,0.6969,0.1099
F0033,8,0.1443,0.0742
F0033,9,0.1509,0.0378
F0033,10,0.1456,0.1606
F0033,11,0.7945,0.015
F0033,12,1.2316,0.0046
F0033,13,0.3585,0.0072
F0033,14,0.2408,0.0064
F0033,15,0.3911,0.016
F0033,16,0.7477,0.1097
F0033,17,0.4038,-0.0648
F0033,18,0.469,0.0182
F0033,19,0.2389,0.0079
F0033,20,0.0753,0.1336
F0033,21,0.1207,0.0962
F0033,22,0.0555,0.089
F0033,23,0.169,0.1196
F0033,24,0.2003,0.0569
F0033,25,0.1999,0.0756
F0033,26,0.096,0.0704
F0033,27,0.2618,0.0979
F0033,28,0.2419,0.1547
F0033,29,0.1727,0.0895
F0033,30,0.0848,0.0072
F0033,31,0.2452,0.0381
F0033,32,0.1976,0.1527
F0033,33,0.2332,0.1201
F0033,34,0.2037,0.1051
F0033,35,0.0609,0.1006
F0033,36,0.1177,0.1061
F0033,37,0.2755,0.0205
F0033,38,0.0662,0.0834
F0033,39,0.7367,0.0421
F0033,40,0.8476,0.064
F0033,41,0.591,0.0123
F0033,42,0.4158,-0.0034
F0033,43,0.0949,0.1064
F0033,44,1.5032,0.0109
F0033,45,0.0749,0.0768
F0033,46,1.9173,0.1501
F0033,47,0.4193,0.1526
F0033,48,0.3179,0.1451
F0033,49,0.4149,0.0658
F0033,50,0.2127,0.125
F0034,1,0.8867,0.0347
F0034,2,0.8161,0.0319
F0034,3,0.6039,0.0828
F0034,4,0.4894,-0.0339
F0034,5,0.2374,0.0328
F0034,6,0.3273,0.0639
F0034,7,0.6491,0.0457
F0034,8,0.1318,0.0295
F0034,9,0.1734,0.0067
F0034,10,0.1276,0.1179
F0034,11,0.8344,-0.0374
F0034,12,1.2761,-0.0143
F0034,13,0.3095,-0.0614
F0034,14,0.2234,-0.0778
F0034,15,0.3942,-0.031
F0034,16,0.6273,0.0336
F0034,17,0.3318,-0.0565
F0034,18,0.3023,-0.0288
F0034,19,0.2285,-0.0052
F0034,20,0.0705,0.0482
F0034,21,0.1056,0.0704
F0034,22,0.0479,0.0741
F0034,23,0.1768,0.1213
F0034,24,0.133,-0.037
F0034,25,0.2002,0.0959
F0034,26,0.0948,-0.0279
F0034,27,0.2404,0.0597
F0034,28,0.1794,0.0865
F0034,29,0.1503,0.0133
F0034,30,0.0646,0.0107
F0034,31,0.1907,0.0686
F0034,32,0.1531,0.1164
F0034,33,0.1682,0.1167
F0034,34,0.1431,0.0022
F0034,35,0.049,0.1022
F0034,36,0.0936,0.0655
F0034,37,0.2433,-0.0049
F0034,38,0.0509,-0.0043
F0034,39,0.4882,0.0473
F0034,40,0.6973,0.0248
F0034,41,0.4363,0.0428
F0034,42,0.3212,0.0594
F0034,43,0.0912,0.068
F0034,44,0.9904,0.0141
F0034,45,0.0589,0.0281
F0034,46,1.3356,0.1082
F0034,47,0.326,0.0288
F0034,48,0.2132,0.0568
F0034,49,0.4361,-0.0119
F0034,50,0.1855,0.1754
F0035,1,1.181,-0.0076
F0035,2,1.3833,0.0207
F0035,3,0.8073,0.0134
F0035,4,0.5759,0.0647
F0035,5,0.3356,-0.0569
F0035,6,0.4566,-0.0465
F0035,7,1.1067,0.0741
F0035,8,0.2043,-0.0562
F0035,9,0.1861,-0.0321
F0035,10,0.1917,0.0394
F0035,11,1.1376,-0.07
F0035,12,1.8535,-0.1142
F0035,13,0.4273,-0.0885
F0035,14,0.3567,-0.0969
F0035,15,0.6042,-0.134
F0035,16,0.7246,-0.0087
F0035,17,0.4535,-0.1516
F0035,18,0.4397,-0.026
F0035,19,0.2869,-0.0608
F0035,20,0.1031,0.0129
F0035,21,0.1515,0.0664
F0035,22,0.0776,0.0141
F0035,23,0.2172,0.0334
